Imbalance settlement period (CET/CEST),+ Imbalance Price [EUR/MWh] - SCA|HR,- Imbalance Price [EUR/MWh] - SCA|HR,Currency,Status,Total Imbalance [MWh] - SCA|HR,Difference,Situation,Status
30.04.2023 17:00 - 30.04.2023 18:00,98.8,98.8,EUR,Final,10,4,Deficit,Final
30.04.2023 18:00 - 30.04.2023 19:00,146.58,146.58,EUR,Final,1,-9,Deficit,Final
30.04.2023 19:00 - 30.04.2023 20:00,79.05,79.05,EUR,Final,96,9,Surplus,Final
30.04.2023 20:00 - 30.04.2023 21:00,75.05,75.05,EUR,Final,49,4,Surplus,Final
30.04.2023 21:00 - 30.04.2023 22:00,73.32,73.32,EUR,Final,3,5,Surplus,Final
30.04.2023 22:00 - 30.04.2023 23:00,163.97,163.97,EUR,Final,20,-9,Deficit,Final
30.04.2023 23:00 - 01.05.2023 00:00,152.19,152.19,EUR,Final,45,-15,Deficit,Final
01.05.2023 00:00 - 01.05.2023 01:00,65.94,65.94,EUR,Final,82,25,Surplus,Final
01.05.2023 01:00 - 01.05.2023 02:00,59.94,59.94,EUR,Final,65,-2,Surplus,Final
01.05.2023 02:00 - 01.05.2023 03:00,57.29,57.29,EUR,Final,58,-3,Surplus,Final
01.05.2023 03:00 - 01.05.2023 04:00,54.05,54.05,EUR,Final,40,-4,Surplus,Final
01.05.2023 04:00 - 01.05.2023 05:00,52.41,52.41,EUR,Final,36,-2,Surplus,Final
01.05.2023 05:00 - 01.05.2023 06:00,123.2,123.2,EUR,Final,26,-1,Deficit,Final
01.05.2023 06:00 - 01.05.2023 07:00,122.7,122.7,EUR,Final,51,-4,Deficit,Final
01.05.2023 07:00 - 01.05.2023 08:00,122.67,122.67,EUR,Final,61,-3,Deficit,Final
01.05.2023 08:00 - 01.05.2023 09:00,100.21,100.21,EUR,Final,25,0,Deficit,Final
01.05.2023 09:00 - 01.05.2023 10:00,26.09,26.09,EUR,Final,6,-6,Surplus,Final
01.05.2023 10:00 - 01.05.2023 11:00,32.03,32.03,EUR,Final,54,3,Surplus,Final
01.05.2023 11:00 - 01.05.2023 12:00,27,27,EUR,Final,94,23,Surplus,Final
01.05.2023 12:00 - 01.05.2023 13:00,-13.33,-13.33,EUR,Final,104,13,Surplus,Final
01.05.2023 13:00 - 01.05.2023 14:00,-46.77,-46.77,EUR,Final,119,36,Surplus,Final
01.05.2023 14:00 - 01.05.2023 15:00,-5.92,-5.92,EUR,Final,121,31,Surplus,Final
01.05.2023 15:00 - 01.05.2023 16:00,23.81,23.81,EUR,Final,146,23,Surplus,Final
01.05.2023 16:00 - 01.05.2023 17:00,41.86,41.86,EUR,Final,24,4,Surplus,Final
01.05.2023 17:00 - 01.05.2023 18:00,116.4,116.4,EUR,Final,71,-11,Deficit,Final
01.05.2023 18:00 - 01.05.2023 19:00,148.11,148.11,EUR,Final,96,-13,Deficit,Final
01.05.2023 19:00 - 01.05.2023 20:00,170.58,170.58,EUR,Final,134,-18,Deficit,Final
01.05.2023 20:00 - 01.05.2023 21:00,176.95,176.95,EUR,Final,50,3,Deficit,Final
01.05.2023 21:00 - 01.05.2023 22:00,73.09,73.09,EUR,Final,70,2,Surplus,Final
01.05.2023 22:00 - 01.05.2023 23:00,70.74,70.74,EUR,Final,88,27,Surplus,Final
01.05.2023 23:00 - 02.05.2023 00:00,72.26,72.26,EUR,Final,115,15,Surplus,Final
02.05.2023 00:00 - 02.05.2023 01:00,59.09,59.09,EUR,Final,24,11,Surplus,Final
02.05.2023 01:00 - 02.05.2023 02:00,51.36,51.36,EUR,Final,2,-6,Surplus,Final
02.05.2023 02:00 - 02.05.2023 03:00,49.98,49.98,EUR,Final,49,0,Surplus,Final
02.05.2023 03:00 - 02.05.2023 04:00,48.54,48.54,EUR,Final,34,-3,Surplus,Final
02.05.2023 04:00 - 02.05.2023 05:00,48.73,48.73,EUR,Final,40,-1,Surplus,Final
02.05.2023 05:00 - 02.05.2023 06:00,54.23,54.23,EUR,Final,61,6,Surplus,Final
02.05.2023 06:00 - 02.05.2023 07:00,155.48,155.48,EUR,Final,21,-16,Deficit,Final
02.05.2023 07:00 - 02.05.2023 08:00,180.6,180.6,EUR,Final,44,-4,Deficit,Final
02.05.2023 08:00 - 02.05.2023 09:00,88.71,88.71,EUR,Final,82,0,Surplus,Final
02.05.2023 09:00 - 02.05.2023 10:00,85.39,85.39,EUR,Final,59,-8,Surplus,Final
02.05.2023 10:00 - 02.05.2023 11:00,77.83,77.83,EUR,Final,86,-2,Surplus,Final
02.05.2023 11:00 - 02.05.2023 12:00,65.38,65.38,EUR,Final,134,10,Surplus,Final
02.05.2023 12:00 - 02.05.2023 13:00,62.47,62.47,EUR,Final,139,29,Surplus,Final
02.05.2023 13:00 - 02.05.2023 14:00,62.97,62.97,EUR,Final,70,-4,Surplus,Final
02.05.2023 14:00 - 02.05.2023 15:00,57.96,57.96,EUR,Final,106,-6,Surplus,Final
02.05.2023 15:00 - 02.05.2023 16:00,114.76,114.76,EUR,Final,76,-7,Deficit,Final
02.05.2023 16:00 - 02.05.2023 17:00,122.08,122.08,EUR,Final,64,-5,Deficit,Final
02.05.2023 17:00 - 02.05.2023 18:00,132.2,132.2,EUR,Final,90,-3,Deficit,Final
02.05.2023 18:00 - 02.05.2023 19:00,158.63,158.63,EUR,Final,138,-22,Deficit,Final
02.05.2023 19:00 - 02.05.2023 20:00,169.25,169.25,EUR,Final,103,-4,Deficit,Final
02.05.2023 20:00 - 02.05.2023 21:00,200,200,EUR,Final,68,1,Deficit,Final
02.05.2023 21:00 - 02.05.2023 22:00,187.17,187.17,EUR,Final,135,-18,Deficit,Final
02.05.2023 22:00 - 02.05.2023 23:00,173.63,173.63,EUR,Final,70,-7,Deficit,Final
02.05.2023 23:00 - 03.05.2023 00:00,76.26,76.26,EUR,Final,108,11,Surplus,Final
03.05.2023 00:00 - 03.05.2023 01:00,64.59,64.59,EUR,Final,86,12,Surplus,Final
03.05.2023 01:00 - 03.05.2023 02:00,143.68,143.68,EUR,Final,11,-7,Deficit,Final
03.05.2023 02:00 - 03.05.2023 03:00,60.58,60.58,EUR,Final,1,-2,Surplus,Final
03.05.2023 03:00 - 03.05.2023 04:00,58.68,58.68,EUR,Final,27,-4,Surplus,Final
03.05.2023 04:00 - 03.05.2023 05:00,59.41,59.41,EUR,Final,38,-1,Surplus,Final
03.05.2023 05:00 - 03.05.2023 06:00,151.37,151.37,EUR,Final,2,3,Deficit,Final
03.05.2023 06:00 - 03.05.2023 07:00,170.1,170.1,EUR,Final,42,-13,Deficit,Final
03.05.2023 07:00 - 03.05.2023 08:00,184.17,184.17,EUR,Final,46,-3,Deficit,Final
03.05.2023 08:00 - 03.05.2023 09:00,175.14,175.14,EUR,Final,9,-2,Deficit,Final
03.05.2023 09:00 - 03.05.2023 10:00,66.06,66.06,EUR,Final,81,-5,Surplus,Final
03.05.2023 10:00 - 03.05.2023 11:00,54.7,54.7,EUR,Final,69,5,Surplus,Final
03.05.2023 11:00 - 03.05.2023 12:00,50.5,50.5,EUR,Final,51,-3,Surplus,Final
03.05.2023 12:00 - 03.05.2023 13:00,46.11,46.11,EUR,Final,112,5,Surplus,Final
03.05.2023 13:00 - 03.05.2023 14:00,44.53,44.53,EUR,Final,64,-5,Surplus,Final
03.05.2023 14:00 - 03.05.2023 15:00,40.93,40.93,EUR,Final,4,-2,Surplus,Final
03.05.2023 15:00 - 03.05.2023 16:00,40.68,40.68,EUR,Final,57,-4,Surplus,Final
03.05.2023 16:00 - 03.05.2023 17:00,46.45,46.45,EUR,Final,19,-2,Surplus,Final
03.05.2023 17:00 - 03.05.2023 18:00,57.5,57.5,EUR,Final,53,1,Surplus,Final
03.05.2023 18:00 - 03.05.2023 19:00,71.33,71.33,EUR,Final,32,-9,Surplus,Final
03.05.2023 19:00 - 03.05.2023 20:00,83.38,83.38,EUR,Final,37,-9,Surplus,Final
03.05.2023 20:00 - 03.05.2023 21:00,99.17,99.17,EUR,Final,91,-5,Surplus,Final
03.05.2023 21:00 - 03.05.2023 22:00,78.64,78.64,EUR,Final,56,20,Surplus,Final
03.05.2023 22:00 - 03.05.2023 23:00,70.43,70.43,EUR,Final,84,27,Surplus,Final
03.05.2023 23:00 - 04.05.2023 00:00,65.38,65.38,EUR,Final,66,19,Surplus,Final
04.05.2023 00:00 - 04.05.2023 01:00,136.54,136.54,EUR,Final,26,1,Deficit,Final
04.05.2023 01:00 - 04.05.2023 02:00,122.63,122.63,EUR,Final,124,-15,Deficit,Final
04.05.2023 02:00 - 04.05.2023 03:00,119.82,119.82,EUR,Final,115,-2,Deficit,Final
04.05.2023 03:00 - 04.05.2023 04:00,119.83,119.83,EUR,Final,27,-1,Deficit,Final
04.05.2023 04:00 - 04.05.2023 05:00,119.96,119.96,EUR,Final,13,-2,Deficit,Final
04.05.2023 05:00 - 04.05.2023 06:00,133.21,133.21,EUR,Final,1,4,Deficit,Final
04.05.2023 06:00 - 04.05.2023 07:00,165.84,165.84,EUR,Final,34,-12,Deficit,Final
04.05.2023 07:00 - 04.05.2023 08:00,77.8,77.8,EUR,Final,26,2,Surplus,Final
04.05.2023 08:00 - 04.05.2023 09:00,71.94,71.94,EUR,Final,98,-1,Surplus,Final
04.05.2023 09:00 - 04.05.2023 10:00,62.65,62.65,EUR,Final,91,15,Surplus,Final
04.05.2023 10:00 - 04.05.2023 11:00,58.51,58.51,EUR,Final,109,1,Surplus,Final
04.05.2023 11:00 - 04.05.2023 12:00,54.68,54.68,EUR,Final,45,1,Surplus,Final
04.05.2023 12:00 - 04.05.2023 13:00,111.57,111.57,EUR,Final,84,0,Deficit,Final
04.05.2023 13:00 - 04.05.2023 14:00,111.3,111.3,EUR,Final,95,-9,Deficit,Final
04.05.2023 14:00 - 04.05.2023 15:00,123.7,123.7,EUR,Final,116,-1,Deficit,Final
04.05.2023 15:00 - 04.05.2023 16:00,113.33,113.33,EUR,Final,107,1,Deficit,Final
04.05.2023 16:00 - 04.05.2023 17:00,140.14,140.14,EUR,Final,15,1,Deficit,Final
04.05.2023 17:00 - 04.05.2023 18:00,166.18,166.18,EUR,Final,71,9,Deficit,Final
04.05.2023 18:00 - 04.05.2023 19:00,171.26,171.26,EUR,Final,177,-36,Deficit,Final
04.05.2023 19:00 - 04.05.2023 20:00,202.33,202.33,EUR,Final,114,-26,Deficit,Final
04.05.2023 20:00 - 04.05.2023 21:00,207.97,207.97,EUR,Final,2,8,Deficit,Final
04.05.2023 21:00 - 04.05.2023 22:00,178.47,178.47,EUR,Final,12,0,Deficit,Final
04.05.2023 22:00 - 04.05.2023 23:00,165.03,165.03,EUR,Final,44,-2,Deficit,Final
04.05.2023 23:00 - 05.05.2023 00:00,142.09,142.09,EUR,Final,92,-17,Deficit,Final
05.05.2023 00:00 - 05.05.2023 01:00,128.1,128.1,EUR,Final,47,-3,Deficit,Final
05.05.2023 01:00 - 05.05.2023 02:00,114.52,114.52,EUR,Final,43,-2,Deficit,Final
05.05.2023 02:00 - 05.05.2023 03:00,109.89,109.89,EUR,Final,50,-1,Deficit,Final
05.05.2023 03:00 - 05.05.2023 04:00,111.31,111.31,EUR,Final,51,-2,Deficit,Final
05.05.2023 04:00 - 05.05.2023 05:00,109.89,109.89,EUR,Final,39,-4,Deficit,Final
05.05.2023 05:00 - 05.05.2023 06:00,122.53,122.53,EUR,Final,77,-6,Deficit,Final
05.05.2023 06:00 - 05.05.2023 07:00,141.71,141.71,EUR,Final,27,-7,Deficit,Final
05.05.2023 07:00 - 05.05.2023 08:00,68.25,68.25,EUR,Final,11,-1,Surplus,Final
05.05.2023 08:00 - 05.05.2023 09:00,66.62,66.62,EUR,Final,26,-12,Surplus,Final
05.05.2023 09:00 - 05.05.2023 10:00,59.36,59.36,EUR,Final,10,5,Surplus,Final
05.05.2023 10:00 - 05.05.2023 11:00,55.07,55.07,EUR,Final,7,0,Surplus,Final
05.05.2023 11:00 - 05.05.2023 12:00,117.32,117.32,EUR,Final,21,-3,Deficit,Final
05.05.2023 12:00 - 05.05.2023 13:00,48.18,48.18,EUR,Final,34,6,Surplus,Final
05.05.2023 13:00 - 05.05.2023 14:00,108.95,108.95,EUR,Final,23,-1,Deficit,Final
05.05.2023 14:00 - 05.05.2023 15:00,47.34,47.34,EUR,Final,15,2,Surplus,Final
05.05.2023 15:00 - 05.05.2023 16:00,48.65,48.65,EUR,Final,20,3,Surplus,Final
05.05.2023 16:00 - 05.05.2023 17:00,127.62,127.62,EUR,Final,114,-21,Deficit,Final
05.05.2023 17:00 - 05.05.2023 18:00,134.89,134.89,EUR,Final,153,-17,Deficit,Final
05.05.2023 18:00 - 05.05.2023 19:00,157.92,157.92,EUR,Final,116,-22,Deficit,Final
05.05.2023 19:00 - 05.05.2023 20:00,168.76,168.76,EUR,Final,44,-6,Deficit,Final
05.05.2023 20:00 - 05.05.2023 21:00,203.95,203.95,EUR,Final,20,-1,Deficit,Final
05.05.2023 21:00 - 05.05.2023 22:00,176.83,176.83,EUR,Final,71,-20,Deficit,Final
05.05.2023 22:00 - 05.05.2023 23:00,161.78,161.78,EUR,Final,103,-24,Deficit,Final
05.05.2023 23:00 - 06.05.2023 00:00,148.57,148.57,EUR,Final,1,3,Deficit,Final
06.05.2023 00:00 - 06.05.2023 01:00,149.39,149.39,EUR,Final,5,-1,Deficit,Final
06.05.2023 01:00 - 06.05.2023 02:00,139.47,139.47,EUR,Final,32,-3,Deficit,Final
06.05.2023 02:00 - 06.05.2023 03:00,133.99,133.99,EUR,Final,19,-2,Deficit,Final
06.05.2023 03:00 - 06.05.2023 04:00,128.38,128.38,EUR,Final,8,-1,Deficit,Final
06.05.2023 04:00 - 06.05.2023 05:00,53.96,53.96,EUR,Final,10,-1,Surplus,Final
06.05.2023 05:00 - 06.05.2023 06:00,55.02,55.02,EUR,Final,18,-2,Surplus,Final
06.05.2023 06:00 - 06.05.2023 07:00,136.08,136.08,EUR,Final,11,-2,Deficit,Final
06.05.2023 07:00 - 06.05.2023 08:00,138.63,138.63,EUR,Final,3,-2,Deficit,Final
06.05.2023 08:00 - 06.05.2023 09:00,133.18,133.18,EUR,Final,24,-2,Deficit,Final
06.05.2023 09:00 - 06.05.2023 10:00,130.59,130.59,EUR,Final,27,-2,Deficit,Final
06.05.2023 10:00 - 06.05.2023 11:00,115.54,115.54,EUR,Final,18,0,Deficit,Final
06.05.2023 11:00 - 06.05.2023 12:00,104.19,104.19,EUR,Final,42,-3,Deficit,Final
06.05.2023 12:00 - 06.05.2023 13:00,99.64,99.64,EUR,Final,35,2,Deficit,Final
06.05.2023 13:00 - 06.05.2023 14:00,78.06,78.06,EUR,Final,22,-1,Deficit,Final
06.05.2023 14:00 - 06.05.2023 15:00,30,30,EUR,Final,12,-1,Surplus,Final
06.05.2023 15:00 - 06.05.2023 16:00,88.42,88.42,EUR,Final,1,-1,Deficit,Final
06.05.2023 16:00 - 06.05.2023 17:00,104.5,104.5,EUR,Final,24,-2,Deficit,Final
06.05.2023 17:00 - 06.05.2023 18:00,126.42,126.42,EUR,Final,38,3,Deficit,Final
06.05.2023 18:00 - 06.05.2023 19:00,143.51,143.51,EUR,Final,35,7,Deficit,Final
06.05.2023 19:00 - 06.05.2023 20:00,64.85,64.85,EUR,Final,4,-9,Surplus,Final
06.05.2023 20:00 - 06.05.2023 21:00,67.51,67.51,EUR,Final,47,12,Surplus,Final
06.05.2023 21:00 - 06.05.2023 22:00,65.23,65.23,EUR,Final,20,-4,Surplus,Final
06.05.2023 22:00 - 06.05.2023 23:00,61.87,61.87,EUR,Final,9,-12,Surplus,Final
06.05.2023 23:00 - 07.05.2023 00:00,129.33,129.33,EUR,Final,12,-5,Deficit,Final
07.05.2023 00:00 - 07.05.2023 01:00,58,58,EUR,Final,56,12,Surplus,Final
07.05.2023 01:00 - 07.05.2023 02:00,52.8,52.8,EUR,Final,59,-2,Surplus,Final
07.05.2023 02:00 - 07.05.2023 03:00,50.14,50.14,EUR,Final,59,-2,Surplus,Final
07.05.2023 03:00 - 07.05.2023 04:00,50.17,50.17,EUR,Final,55,0,Surplus,Final
07.05.2023 04:00 - 07.05.2023 05:00,49.85,49.85,EUR,Final,24,-3,Surplus,Final
07.05.2023 05:00 - 07.05.2023 06:00,50.5,50.5,EUR,Final,72,2,Surplus,Final
07.05.2023 06:00 - 07.05.2023 07:00,49.97,49.97,EUR,Final,50,-3,Surplus,Final
07.05.2023 07:00 - 07.05.2023 08:00,49.23,49.23,EUR,Final,54,-3,Surplus,Final
07.05.2023 08:00 - 07.05.2023 09:00,45.72,45.72,EUR,Final,37,-3,Surplus,Final
07.05.2023 09:00 - 07.05.2023 10:00,39.05,39.05,EUR,Final,71,1,Surplus,Final
07.05.2023 10:00 - 07.05.2023 11:00,26.08,26.08,EUR,Final,13,-2,Surplus,Final
07.05.2023 11:00 - 07.05.2023 12:00,28.28,28.28,EUR,Final,2,-1,Deficit,Final
07.05.2023 12:00 - 07.05.2023 13:00,26.08,26.08,EUR,Final,16,-1,Deficit,Final
07.05.2023 13:00 - 07.05.2023 14:00,19.92,19.92,EUR,Final,38,-5,Deficit,Final
07.05.2023 14:00 - 07.05.2023 15:00,4.71,4.71,EUR,Final,17,-3,Surplus,Final
07.05.2023 15:00 - 07.05.2023 16:00,10.84,10.84,EUR,Final,47,-1,Surplus,Final
07.05.2023 16:00 - 07.05.2023 17:00,34.46,34.46,EUR,Final,58,-1,Surplus,Final
07.05.2023 17:00 - 07.05.2023 18:00,45.88,45.88,EUR,Final,34,3,Surplus,Final
07.05.2023 18:00 - 07.05.2023 19:00,134.19,134.19,EUR,Final,14,-2,Deficit,Final
07.05.2023 19:00 - 07.05.2023 20:00,144.86,144.86,EUR,Final,43,-9,Deficit,Final
07.05.2023 20:00 - 07.05.2023 21:00,162.18,162.18,EUR,Final,15,2,Deficit,Final
07.05.2023 21:00 - 07.05.2023 22:00,149.95,149.95,EUR,Final,6,-2,Deficit,Final
07.05.2023 22:00 - 07.05.2023 23:00,62.12,62.12,EUR,Final,14,-2,Surplus,Final
07.05.2023 23:00 - 08.05.2023 00:00,58.14,58.14,EUR,Final,13,-1,Surplus,Final
08.05.2023 00:00 - 08.05.2023 01:00,53.49,53.49,EUR,Final,17,5,Surplus,Final
08.05.2023 01:00 - 08.05.2023 02:00,51.01,51.01,EUR,Final,22,-6,Surplus,Final
08.05.2023 02:00 - 08.05.2023 03:00,50.72,50.72,EUR,Final,3,-6,Surplus,Final
08.05.2023 03:00 - 08.05.2023 04:00,116.65,116.65,EUR,Final,21,-3,Deficit,Final
08.05.2023 04:00 - 08.05.2023 05:00,117.75,117.75,EUR,Final,18,-5,Deficit,Final
08.05.2023 05:00 - 08.05.2023 06:00,54.55,54.55,EUR,Final,6,1,Surplus,Final
08.05.2023 06:00 - 08.05.2023 07:00,143.65,143.65,EUR,Final,24,-8,Deficit,Final
08.05.2023 07:00 - 08.05.2023 08:00,70.56,70.56,EUR,Final,10,-1,Surplus,Final
08.05.2023 08:00 - 08.05.2023 09:00,66.58,66.58,EUR,Final,37,0,Surplus,Final
08.05.2023 09:00 - 08.05.2023 10:00,140.01,140.01,EUR,Final,4,-7,Deficit,Final
08.05.2023 10:00 - 08.05.2023 11:00,55.09,55.09,EUR,Final,18,2,Surplus,Final
08.05.2023 11:00 - 08.05.2023 12:00,49.17,49.17,EUR,Final,69,3,Surplus,Final
08.05.2023 12:00 - 08.05.2023 13:00,48.75,48.75,EUR,Final,11,3,Surplus,Final
08.05.2023 13:00 - 08.05.2023 14:00,106.68,106.68,EUR,Final,30,0,Deficit,Final
08.05.2023 14:00 - 08.05.2023 15:00,104.34,104.34,EUR,Final,77,-2,Deficit,Final
08.05.2023 15:00 - 08.05.2023 16:00,109.2,109.2,EUR,Final,46,1,Deficit,Final
08.05.2023 16:00 - 08.05.2023 17:00,117.61,117.61,EUR,Final,59,5,Deficit,Final
08.05.2023 17:00 - 08.05.2023 18:00,135.87,135.87,EUR,Final,101,-4,Deficit,Final
08.05.2023 18:00 - 08.05.2023 19:00,154.17,154.17,EUR,Final,61,-9,Deficit,Final
08.05.2023 19:00 - 08.05.2023 20:00,84,84,EUR,Final,37,-1,Surplus,Final
08.05.2023 20:00 - 08.05.2023 21:00,103.06,103.06,EUR,Final,41,1,Surplus,Final
08.05.2023 21:00 - 08.05.2023 22:00,170.79,170.79,EUR,Final,28,-7,Deficit,Final
08.05.2023 22:00 - 08.05.2023 23:00,160.99,160.99,EUR,Final,15,-4,Deficit,Final
08.05.2023 23:00 - 09.05.2023 00:00,60.26,60.26,EUR,Final,23,14,Surplus,Final
09.05.2023 00:00 - 09.05.2023 01:00,134.34,134.34,EUR,Final,68,-1,Deficit,Final
09.05.2023 01:00 - 09.05.2023 02:00,122.53,122.53,EUR,Final,84,-3,Deficit,Final
09.05.2023 02:00 - 09.05.2023 03:00,118.44,118.44,EUR,Final,91,-4,Deficit,Final
09.05.2023 03:00 - 09.05.2023 04:00,117.84,117.84,EUR,Final,20,-1,Deficit,Final
09.05.2023 04:00 - 09.05.2023 05:00,119.35,119.35,EUR,Final,61,5,Deficit,Final
09.05.2023 05:00 - 09.05.2023 06:00,129.43,129.43,EUR,Final,56,-5,Deficit,Final
09.05.2023 06:00 - 09.05.2023 07:00,156.21,156.21,EUR,Final,59,-16,Deficit,Final
09.05.2023 07:00 - 09.05.2023 08:00,72.6,72.6,EUR,Final,33,0,Surplus,Final
09.05.2023 08:00 - 09.05.2023 09:00,70.73,70.73,EUR,Final,47,-2,Surplus,Final
09.05.2023 09:00 - 09.05.2023 10:00,62.99,62.99,EUR,Final,79,-2,Surplus,Final
09.05.2023 10:00 - 09.05.2023 11:00,60.41,60.41,EUR,Final,88,14,Surplus,Final
09.05.2023 11:00 - 09.05.2023 12:00,119.24,119.24,EUR,Final,62,3,Deficit,Final
09.05.2023 12:00 - 09.05.2023 13:00,114.7,114.7,EUR,Final,112,-17,Deficit,Final
09.05.2023 13:00 - 09.05.2023 14:00,110.74,110.74,EUR,Final,142,0,Deficit,Final
09.05.2023 14:00 - 09.05.2023 15:00,115.23,115.23,EUR,Final,76,-4,Deficit,Final
09.05.2023 15:00 - 09.05.2023 16:00,115.33,115.33,EUR,Final,3,3,Deficit,Final
09.05.2023 16:00 - 09.05.2023 17:00,118.22,118.22,EUR,Final,46,4,Deficit,Final
09.05.2023 17:00 - 09.05.2023 18:00,140.08,140.08,EUR,Final,18,5,Deficit,Final
09.05.2023 18:00 - 09.05.2023 19:00,163.1,163.1,EUR,Final,47,-9,Deficit,Final
09.05.2023 19:00 - 09.05.2023 20:00,181.58,181.58,EUR,Final,22,0,Deficit,Final
09.05.2023 20:00 - 09.05.2023 21:00,88.46,88.46,EUR,Final,7,4,Surplus,Final
09.05.2023 21:00 - 09.05.2023 22:00,68.09,68.09,EUR,Final,63,28,Surplus,Final
09.05.2023 22:00 - 09.05.2023 23:00,146.54,146.54,EUR,Final,32,-12,Deficit,Final
09.05.2023 23:00 - 10.05.2023 00:00,125.9,125.9,EUR,Final,83,1,Deficit,Final
10.05.2023 00:00 - 10.05.2023 01:00,134.5,134.5,EUR,Final,24,2,Deficit,Final
10.05.2023 01:00 - 10.05.2023 02:00,126.36,126.36,EUR,Final,44,-3,Deficit,Final
10.05.2023 02:00 - 10.05.2023 03:00,123.73,123.73,EUR,Final,38,-1,Deficit,Final
10.05.2023 03:00 - 10.05.2023 04:00,120.67,120.67,EUR,Final,31,-1,Deficit,Final
10.05.2023 04:00 - 10.05.2023 05:00,122.51,122.51,EUR,Final,63,0,Deficit,Final
10.05.2023 05:00 - 10.05.2023 06:00,124.24,124.24,EUR,Final,49,3,Deficit,Final
10.05.2023 06:00 - 10.05.2023 07:00,62.77,62.77,EUR,Final,5,-7,Surplus,Final
10.05.2023 07:00 - 10.05.2023 08:00,80.11,80.11,EUR,Final,13,1,Surplus,Final
10.05.2023 08:00 - 10.05.2023 09:00,79.13,79.13,EUR,Final,25,1,Surplus,Final
10.05.2023 09:00 - 10.05.2023 10:00,69.9,69.9,EUR,Final,34,7,Surplus,Final
10.05.2023 10:00 - 10.05.2023 11:00,58.78,58.78,EUR,Final,11,5,Surplus,Final
10.05.2023 11:00 - 10.05.2023 12:00,57.57,57.57,EUR,Final,25,1,Deficit,Final
10.05.2023 12:00 - 10.05.2023 13:00,131.57,131.57,EUR,Final,29,2,Deficit,Final
10.05.2023 13:00 - 10.05.2023 14:00,140.01,140.01,EUR,Final,36,-4,Deficit,Final
10.05.2023 14:00 - 10.05.2023 15:00,137.09,137.09,EUR,Final,42,0,Deficit,Final
10.05.2023 15:00 - 10.05.2023 16:00,142.83,142.83,EUR,Final,32,4,Deficit,Final
10.05.2023 16:00 - 10.05.2023 17:00,160.89,160.89,EUR,Final,30,0,Deficit,Final
10.05.2023 17:00 - 10.05.2023 18:00,166.98,166.98,EUR,Final,18,1,Deficit,Final
10.05.2023 18:00 - 10.05.2023 19:00,177.69,177.69,EUR,Final,104,-14,Deficit,Final
10.05.2023 19:00 - 10.05.2023 20:00,238.28,238.28,EUR,Final,52,0,Deficit,Final
10.05.2023 20:00 - 10.05.2023 21:00,324.06,324.06,EUR,Final,68,-16,Deficit,Final
10.05.2023 21:00 - 10.05.2023 22:00,222.39,222.39,EUR,Final,45,-7,Deficit,Final
10.05.2023 22:00 - 10.05.2023 23:00,75.43,75.43,EUR,Final,38,6,Surplus,Final
10.05.2023 23:00 - 11.05.2023 00:00,68.57,68.57,EUR,Final,8,-7,Surplus,Final
11.05.2023 00:00 - 11.05.2023 01:00,140,140,EUR,Final,3,-5,Deficit,Final
11.05.2023 01:00 - 11.05.2023 02:00,58.16,58.16,EUR,Final,62,0,Surplus,Final
11.05.2023 02:00 - 11.05.2023 03:00,57.6,57.6,EUR,Final,55,-4,Surplus,Final
11.05.2023 03:00 - 11.05.2023 04:00,57.29,57.29,EUR,Final,86,4,Surplus,Final
11.05.2023 04:00 - 11.05.2023 05:00,57.16,57.16,EUR,Final,67,-5,Surplus,Final
11.05.2023 05:00 - 11.05.2023 06:00,62.1,62.1,EUR,Final,79,-4,Surplus,Final
11.05.2023 06:00 - 11.05.2023 07:00,71.39,71.39,EUR,Final,85,9,Surplus,Final
11.05.2023 07:00 - 11.05.2023 08:00,103.56,103.56,EUR,Final,59,-6,Surplus,Final
11.05.2023 08:00 - 11.05.2023 09:00,113.82,113.82,EUR,Final,4,-5,Surplus,Final
11.05.2023 09:00 - 11.05.2023 10:00,181.71,181.71,EUR,Final,81,-7,Deficit,Final
11.05.2023 10:00 - 11.05.2023 11:00,151.19,151.19,EUR,Final,156,-5,Deficit,Final
11.05.2023 11:00 - 11.05.2023 12:00,150.11,150.11,EUR,Final,135,-10,Deficit,Final
11.05.2023 12:00 - 11.05.2023 13:00,145.4,145.4,EUR,Final,176,-15,Deficit,Final
11.05.2023 13:00 - 11.05.2023 14:00,130.35,130.35,EUR,Final,176,-4,Deficit,Final
11.05.2023 14:00 - 11.05.2023 15:00,129.9,129.9,EUR,Final,115,-6,Deficit,Final
11.05.2023 15:00 - 11.05.2023 16:00,143.45,143.45,EUR,Final,2,-1,Deficit,Final
11.05.2023 16:00 - 11.05.2023 17:00,148.12,148.12,EUR,Final,5,-14,Deficit,Final
11.05.2023 17:00 - 11.05.2023 18:00,149.9,149.9,EUR,Final,2,-3,Deficit,Final
11.05.2023 18:00 - 11.05.2023 19:00,84.99,84.99,EUR,Final,57,5,Surplus,Final
11.05.2023 19:00 - 11.05.2023 20:00,98.5,98.5,EUR,Final,23,-7,Surplus,Final
11.05.2023 20:00 - 11.05.2023 21:00,124.88,124.88,EUR,Final,4,-2,Surplus,Final
11.05.2023 21:00 - 11.05.2023 22:00,94.03,94.03,EUR,Final,50,3,Surplus,Final
